sentence,keyword
Why does the author feel really good for the first time in a week ?,['for']
What may happen after reading the poetry ?,['after']
What type of faith or spirituality does the narrator 's friend have ?,['or']
What will the narrator do after the assignment is in ?,['after']
What may happen after they sort out all of the boxes ?,['after']
What will the fabric be used for ?,['for']
What might have happened before this ?,['before']
What may happen after picking up some things from JoAnn ?,['after']
What could be a logical explanation for this situation ?,['for']
What may i do after vacation ?,['after']
What may be a reason for their trip to the rental house ?,['for']
What type of relationship may we have had before ?,['before']
What may happen with the narrator and the ex ?,['and']
What may happen after visiting Pioneer Valley ?,['after']
Why was I really happy that Nate 's Dad had him for the evening ?,['for']
What is the OP paying for to cool the house ?,['for']
What is the means of paying for cooling ?,['for']
Why may they ask if X person 's spouse is blind ?,['if']
"What is the reason I said "" I 've just died and gone to heaven "" ?",['and']
How did I feel after I slept 5 hours ?,['after']
"How is Lawson 's a "" friend for snacks "" ?",['for']
What may be the reason for them entering their photos ?,['for']
What likely happened before they got the tools ?,['before']
What would Matt and the author be doing if it were n't for Andy ?,"['if', 'and', 'for']"
What else could they want ?,['else']
What will Jim do before the barbecue ?,['before']
What may be the reason for a chef running around a supermarket ?,['for']
Who should should take or not take Accutane ?,['or']
What may be the reason for them needing to clear their mind ?,['for']
Was it quiet enough for the interview,['for']
What may be the reason for this message ?,['for']
What will the writer do after the tour ?,['after']
What will probably happen next in my dating life ?,['next']
What may happen after summer is over ?,['after']
What would the doctors describe as the cause of death ?,['as']
What happened before i got out of bed ?,['before']
What may be the reason for okaying something so risky ?,['for']
What food did the narrator most likely eat before this event ?,['before']
What may have happened if he was a fast runner ?,['if']
What may happen if my computer is left on ?,['if']
What may happen after the author remembers where she left her phone ?,['after']
what may be some plausible facts about this person described as regards water pastimes ?,['as']
What will most likely happen after the influx of births ?,['after']
What will they likely eat for lunch ?,['for']
What may have happened after they found food ?,['after']
What meal were Amy and I enjoying together when McCain arrived ?,['and']
What may happen during my photo taking for the school magazine ?,['for']
"If not a kidnapping , what might describe this incident .",['if']
What is the punishment for the crime being committed .,['for']
Who are G and Emmy ?,['and']
What may be the reason for the kids not having a problem with a teeth cleaning ?,['for']
The blog post may or may not be completed ?,['or']
What may happen after Ryan has the coffee ?,['after']
What may happen for her to take the dog ?,['for']
"Based on the call letters , the ticket is either to or from what city 's airport ?","['or', 'either or']"
What may be the reason for their hesitance ?,['for']
What would I do if I meet him ?,['if']
What may be the reason for knowing the arms are strong ?,['for']
Why are you referring to the baby as a little monster ?,['as']
