sentence,keyword
"In Hong Kong, it is not proper to keep large pets because  _  .",['because']
Jonathan Bishop believes that the Internet overuse problem can be solved if people   _  .,['if']
The bear stopped attacking because  _  .,['because']
"The best title for the passage should be ""  _   "".",['for']
"In Para. 5, the Nike website and Michael Jordan are mentioned to show   _  .",['and']
What could be inferred about the author and his father from the end of the story?,['and']
Which is the reason for the author cycling to work?,['for']
One of the experiences the writer and his son had in common is that   _  .,['and']
Vosshall and her colleagues are mainly studying mosquitoes'   _  .,['and']
"In comparison with blood or urine testing, breath testing is   _  .",['or']
The FreedomRide is likely to be designed for   _  .,['for']
"According to the passage, men tend to eat the following foods EXCEPT   _  .",['except']
"The best title for the passage can be ""  _  "".",['for']
Kids are most likely to be unhappy in winter because  _  .,['because']
"If a teacher assistant earns PS28,000 a year , he probably works in   _  .",['if']
How much should you pay in June if you have paid the deposit?,['if']
The best title for the passage is probably     *,['for']
In which of the following cases is it possible for you to develop true friendships?,['for']
What do Guo Gaoqi and Yang Fan have in common?,['and']
The most proper title for the passage should be   _   .,['for']
The first patient's husband and son wanted the doctor  _  .,['and']
The author suggested that doctors  _   before they assist a patient in killing himself.,['before']
"If a person on La Gomera is ill,  _  .",['if']
La Gomera is special because   _  .,['because']
Men tend to  _   once they are 30.,['once']
What are men and women both interested in when they are 16?,['and']
Why does Michael Phelps always take the same warming-up activities before his events?,['before']
Neftali Ricardo Reyes Basolto took the pen name Pablo Neruda because   _  .,['because']
Very few victims survived the shooting probably because   _  .,['because']
What did the gunman do after the massive killing?,['after']
What was the author's concern after he found the broken glass in the window?,['after']
"If you want to buy some old furniture, you may  _  .",['if']
"Once you can get a part-time job in nova electronics,   _  .",['once']
Small talk happens most probably except when   _  .,['except']
Which of the following is best suitable for the blank in the passage?,['for']
As men became more civilized they   _  .,['as']
Exchange of goods became difficult because   _  .,['because']
Money was not used until   _  .,['until']
What was used for trade according to the text?,['for']
"On hearing Josh's answer,  the writer was shocked because  _  .",['because']
"Why can we say that American individualism, expansiveness, and abundance are expressed in their lifestyle?",['and']
"According to the passage, if you drop in on an American family which is usually friendly to you in the evening, you  _  .",['if']
"According to the author, the patients improved mainly because   _  .",['because']
"If a squirrel is in a very dangerous situation, it would probably make   _  .",['if']
"On the next space trip , ants_.",['next']
"If John is interested in the old lifestyle,he may come to visit   _  .",['if']
The students at the Yale School of Architecture designed and built the house   _  .,['and']
Why should we consider such things as age and background when making friends?,"['as', 'and']"
Baby names changed a lot mainly because of the influence of    _   .,['because']
Which of the following are healthy foods for pet rabbits on a daily basis?,['for']
What did the writer's mother do the day before the surgery?,['before']
What should be the best title for the text?,['for']
Heavy computer and television user before bed time are more likely to be  _   than light ones.,"['before', 'and']"
"From the passage, we learn that sometimes people die when they have blood transfusions because they  _",['because']
"People set up the ""blood bank"" so that they can  _",['so that']
What is the best title for the whole diary?,['for']
It's a custom to lift and lower the birthday person in a chair in   _  .,['and']
Marriages improve after children fly the coop not because,"['because', 'after']"
Mr.Rochester invited Miss Eyre to have a talk because  _  .,['because']
Which of the following is not the activity arranged for participants?,['for']
Helsinki is called a city of two colors mainly because of the colors of its   _,['because']
"The 19thcentury buildings, the white Glass Palace, popular cafes and design shops in Helsinki  all show that Helsinki is   _",['and']
